


[ 4.54077154e-01  4.70698357e-01 -4.31393410e-08],[0.44948274 0.49346209 0.00086191],[0.45324397 0.50998527 0.00156913],[0.46008933 0.51515317 0.00163831],[0.46585959 0.51131535 0.00174713],[0.46875185 0.51462978 0.00428914],[0.46677288 0.51978046 0.00323156],[0.46216723 0.51511097 0.00066238],[ 0.45931336  0.50924009 -0.00105699],[0.47490531 0.50761908 0.00309431],[0.47171369 0.51147854 0.00343117],[0.4669967  0.50815988 0.00149061],[ 4.64253247e-01  5.03257096e-01 -1.03008169e-04],[0.47848764 0.49839431 0.00174719],[0.47532094 0.50274533 0.00237774],[0.47058091 0.50078619 0.00192445],[0.46770138 0.4968116  0.00135213],[4.80077684e-01 4.89156067e-01 3.60250619e-04],[0.47805062 0.49294844 0.00169906],[0.47418681 0.49173167 0.00326993],[0.47162402 0.48865086 0.00445342]
[4.56557572e-01 6.54706657e-01 6.31968167e-09],[ 0.46534848  0.67253238 -0.00397839],[ 0.46821567  0.69149107 -0.00622206],[ 0.4693104   0.70642781 -0.00730555],[ 0.46762675  0.71508592 -0.0075435 ],[ 0.44876838  0.69492716 -0.00838124],[ 0.44160098  0.71528071 -0.01029789],[ 0.44400406  0.72508222 -0.01017086],[ 0.44708472  0.72940546 -0.00924007],[ 0.44042343  0.6902349  -0.00624518],[ 0.43358588  0.71199083 -0.00776436],[ 0.43764797  0.72191936 -0.00616573],[ 0.44237888  0.72481215 -0.004273  ],[ 0.43617871  0.68593454 -0.00399623],[ 0.43044046  0.70541805 -0.00443834],[ 0.43397924  0.71508938 -0.00227848],[ 4.38404977e-01  7.18882680e-01 -1.70975763e-04],[ 0.43537951  0.68230736 -0.00196157],[ 0.43211541  0.6979565  -0.00143858],[4.34322268e-01 7.07148731e-01 4.83734737e-04],[0.43772939 0.71159399 0.00248785]
[4.53723103e-01 6.65582418e-01 6.73919587e-09],[ 0.46400642  0.6831969  -0.00260567],[ 0.46784329  0.70285267 -0.00416522],[ 0.46938631  0.71751362 -0.00473488],[ 0.46801478  0.72596556 -0.00442354],[ 0.44882771  0.7082414  -0.00743466],[ 0.44212148  0.73135006 -0.00884532],[ 0.44526911  0.74034745 -0.00806319],[ 0.44884849  0.74269527 -0.00661112],[ 0.44019637  0.70309687 -0.00596414],[ 0.43304679  0.72669208 -0.00707442],[ 0.43701333  0.73611987 -0.00525302],[ 0.44152474  0.73829383 -0.0032126 ],[ 0.43560135  0.69827348 -0.00425335],[ 0.42998415  0.71892029 -0.0042906 ],[ 0.43323091  0.72875005 -0.00211429],[ 4.37316537e-01  7.32459128e-01 -9.92544665e-05],[ 0.43433043  0.69401675 -0.0025996 ],[ 0.4309794   0.71024048 -0.00169536],[4.33104634e-01 7.19516873e-01 4.60729527e-04],[0.43645754 0.724006   0.00253751]
[ 4.51889634e-01  6.76552474e-01 -3.78645071e-09],[ 0.46325737  0.69251013 -0.00176789],[ 0.46764174  0.71155107 -0.00287262],[ 0.46961987  0.725573   -0.00313452],[ 0.4699344   0.73389471 -0.00265369],[ 0.44950351  0.72006083 -0.00748187],[ 0.44351456  0.74413347 -0.00903717],[ 0.44672912  0.75338203 -0.00804974],[ 0.45016718  0.75596106 -0.00637046],[ 0.44047007  0.71649873 -0.00637668],[ 0.43510592  0.74197251 -0.00785502],[ 0.44019911  0.75071096 -0.00560072],[ 0.44483191  0.7518732  -0.0030985 ],[ 0.43528873  0.71253979 -0.00496083],[ 0.43066269  0.73524719 -0.00541143],[ 0.43537799  0.74403203 -0.00289393],[ 4.39854264e-01  7.46493101e-01 -4.54913505e-04],[ 0.43317705  0.7085861  -0.00351387],[ 0.42985275  0.72621471 -0.00282058],[ 4.32995468e-01  7.35112011e-01 -5.91935823e-04],[0.43676731 0.7388047  0.00161926]
[ 4.50418830e-01  6.86338961e-01 -1.19326042e-08],[ 0.46317872  0.70012015 -0.00201593],[ 0.4688302   0.71926206 -0.00290253],[ 0.47128797  0.73394519 -0.00307722],[ 0.47096002  0.74272692 -0.00246276],[ 0.45155543  0.73047894 -0.00570856],[ 0.44748548  0.75447732 -0.00750019],[ 0.45072341  0.76269436 -0.00717598],[ 0.4536075   0.76466829 -0.00591863],[ 0.44240436  0.72847593 -0.00456022],[ 0.43863609  0.75380993 -0.00616873],[ 0.44374681  0.76085645 -0.00450001],[ 0.44804281  0.76116836 -0.00226552],[ 0.43657124  0.72558999 -0.00328553],[ 0.43384537  0.74787509 -0.00392011],[ 0.43885046  0.75489593 -0.00170206],[4.42872047e-01 7.56259680e-01 6.92458067e-04],[ 0.43363148  0.7223475  -0.00205679],[ 0.43176204  0.74028081 -0.00099231],[0.43523163 0.74732125 0.00148758],[0.43848056 0.74904394 0.00388069]
[ 4.49821174e-01  6.93450391e-01 -5.68901415e-09],[ 0.46342832  0.70673293 -0.00075821],[ 0.46967819  0.72491854 -0.00090066],[ 4.72064197e-01  7.38335371e-01 -4.61475749e-04],[4.72999126e-01 7.45295227e-01 5.39667089e-04],[ 0.45340857  0.7391066  -0.00430911],[ 0.45000362  0.76297784 -0.00536084],[ 0.45269051  0.7718032  -0.00466409],[ 0.45577973  0.77481866 -0.00325161],[ 0.44380441  0.73699421 -0.00372367],[ 0.44041014  0.76251507 -0.00457481],[ 0.44492936  0.77047563 -0.0027885 ],[ 4.49443161e-01  7.71448433e-01 -5.60994726e-04],[ 0.43767196  0.73363626 -0.00291984],[ 0.43554625  0.75587261 -0.00286742],[ 0.43975347  0.76441306 -0.00091652],[0.44388354 0.76702195 0.00112361],[ 0.43449879  0.72988349 -0.0020605 ],[ 0.43327495  0.74750209 -0.00098576],[0.43623048 0.75609148 0.00109384],[0.43977004 0.75991565 0.00316912]
[ 4.50240701e-01  7.00594068e-01 -1.05648494e-08],[ 4.63782012e-01  7.12590158e-01 -5.87928749e-04],[ 4.70357746e-01  7.30191469e-01 -5.22310322e-04],[4.73124832e-01 7.43225038e-01 1.17301912e-04],[0.47426555 0.75007427 0.0014233 ],[ 0.45473415  0.74602908 -0.00378529],[ 0.45125347  0.76938611 -0.00470667],[ 0.45399454  0.77728701 -0.00379457],[ 0.45699924  0.77889329 -0.00214116],[ 0.44497019  0.74466383 -0.00308568],[ 0.44181237  0.76972413 -0.00373991],[ 0.44634303  0.77706259 -0.00172598],[4.50486809e-01 7.77373314e-01 6.94971648e-04],[ 0.43851626  0.74203759 -0.0021816 ],[ 0.4368597   0.76367599 -0.00187761],[4.41216379e-01 7.71092117e-01 3.62905790e-04],[0.44500735 0.77267951 0.00262244],[ 0.4349609   0.73867875 -0.00122825],[4.34306979e-01 7.55642653e-01 6.96565839e-05],[0.43760377 0.76347405 0.00228422],[0.44102594 0.76649415 0.00448774]
[ 4.50117290e-01  7.00711489e-01 -1.52692312e-08],[ 0.46408778  0.71256173 -0.00138677],[ 0.47115874  0.73028928 -0.00167352],[ 0.4745442   0.74351835 -0.0013738 ],[ 4.75620776e-01  7.51601934e-01 -4.82757052e-04],[ 0.45632574  0.74589461 -0.00394897],[ 0.45220837  0.76875246 -0.00535142],[ 0.45403925  0.7780568  -0.00527009],[ 0.45659605  0.78184479 -0.00442625],[ 0.44683972  0.74552882 -0.00339044],[ 0.4435052   0.7703051  -0.00419797],[ 0.44779506  0.77841502 -0.00297208],[ 0.45212987  0.77916908 -0.00139155],[ 0.44049066  0.74412107 -0.00277715],[ 0.43836311  0.7662043  -0.00274059],[ 0.44268373  0.77402484 -0.00130683],[4.46866810e-01 7.75763869e-01 1.24590442e-04],[ 0.43718538  0.74191475 -0.00225634],[ 0.43661955  0.75865871 -0.00175858],[ 4.39501196e-01  7.66802073e-01 -5.01026690e-04],[0.4427903  0.77052772 0.0008635 ]
[ 4.51183707e-01  6.95577145e-01 -3.69835469e-08],[ 0.46511546  0.70780921 -0.00179067],[ 0.47225684  0.72619855 -0.00238611],[ 0.4757714   0.73966604 -0.00198369],[ 4.75287795e-01  7.46770740e-01 -7.43973011e-04],[ 0.45550323  0.73996675 -0.00673346],[ 0.45194787  0.7653268  -0.00814863],[ 0.45634243  0.77331734 -0.00731774],[ 0.46035302  0.77437741 -0.00578741],[ 0.44590998  0.73868644 -0.00544148],[ 0.44407439  0.76539874 -0.00633343],[ 0.45076004  0.77130449 -0.00390688],[ 0.45597821  0.76982415 -0.00136575],[ 0.43980944  0.73646462 -0.00388151],[ 0.43949237  0.75913191 -0.00343237],[ 4.45602357e-01  7.64382660e-01 -5.65387367e-04],[0.45014831 0.76415241 0.00188394],[ 0.43662477  0.73333007 -0.00238104],[ 0.43700132  0.75078189 -0.00121218],[0.4413327  0.75687325 0.00115358],[0.44499123 0.75777018 0.00336297]
[ 4.52061296e-01  6.81739628e-01 -5.30741140e-08],[ 0.46582416  0.69384694 -0.00310511],[ 0.47319001  0.71219486 -0.00477963],[ 0.47694001  0.72625566 -0.00540297],[ 0.47552228  0.73468286 -0.00525645],[ 0.45528749  0.72494477 -0.00742657],[ 0.45240045  0.75051498 -0.00957202],[ 0.45659557  0.75897765 -0.00967784],[ 0.46073344  0.76049083 -0.00872166],[ 0.44584209  0.7234894  -0.00573271],[ 0.44372866  0.74967116 -0.00663663],[ 0.44985574  0.75633931 -0.00497515],[ 0.45502374  0.75576478 -0.00314241],[ 0.43993649  0.72110826 -0.00390945],[ 0.43902338  0.74364555 -0.00365368],[ 0.44482362  0.74996573 -0.00147324],[4.49424922e-01 7.50372112e-01 4.74306667e-04],[ 0.43716064  0.71804655 -0.00225692],[ 0.4370878   0.73547608 -0.00085068],[0.44139528 0.74260181 0.00147396],[0.44527057 0.74450815 0.00357354]
[ 4.52885002e-01  6.65574431e-01 -5.19509662e-08],[ 0.46492025  0.67665464 -0.00432508],[ 0.47223958  0.69388455 -0.00746799],[ 0.47645026  0.70736021 -0.00941595],[ 0.47557181  0.71688586 -0.01057755],[ 0.45418346  0.70372158 -0.01021153],[ 0.45022872  0.72861487 -0.01371541],[ 0.4544847   0.73765117 -0.01448934],[ 0.45819902  0.74002165 -0.01393283],[ 0.44526249  0.7025792  -0.00854937],[ 0.44169599  0.7295242  -0.01126971],[ 0.44817871  0.73786598 -0.0100221 ],[ 0.45359388  0.73787117 -0.00822009],[ 0.4398762   0.70070499 -0.00681932],[ 0.43764722  0.72377932 -0.00806683],[ 0.44361633  0.73171711 -0.00617825],[ 0.44850931  0.73342818 -0.00416742],[ 0.4373627   0.69838756 -0.0052972 ],[ 0.43638018  0.71613669 -0.00518304],[ 0.4403336   0.72457939 -0.00337169],[ 0.4440015   0.72785401 -0.00149974]
[ 4.51145440e-01  6.47067428e-01 -7.39386650e-08],[ 0.46248081  0.65644038 -0.00457104],[ 0.46923459  0.67202985 -0.00883971],[ 0.47340068  0.68383849 -0.01173209],[ 0.47454786  0.69195497 -0.01391335],[ 0.45080054  0.67838854 -0.0154352 ],[ 0.44742194  0.70526206 -0.01998238],[ 0.45243537  0.7124421  -0.02035451],[ 0.45682889  0.71246415 -0.01914219],[ 0.44226187  0.67704397 -0.0136753 ],[ 0.43931055  0.7051425  -0.01764438],[ 0.44627848  0.71227127 -0.01581838],[ 0.45169526  0.71077269 -0.01345041],[ 0.43740261  0.6756981  -0.01152818],[ 0.4343093   0.7008121  -0.01390518],[ 0.4407751   0.70820653 -0.01132578],[ 0.44606784  0.70854038 -0.00858483],[ 0.43590859  0.67446411 -0.00942311],[ 0.43412864  0.69458741 -0.01020358],[ 0.43848369  0.70305681 -0.0080622 ],[ 0.44286454  0.70542383 -0.00571739]
[ 4.47275996e-01  6.28755867e-01 -8.02363260e-08],[ 0.45885471  0.63753331 -0.00738006],[ 0.46617201  0.65291381 -0.01266661],[ 0.47013551  0.66550088 -0.01604606],[ 0.4684425   0.67380786 -0.01854208],[ 0.44495896  0.65663999 -0.01669158],[ 0.44165146  0.68134266 -0.02100039],[ 0.44717729  0.68935156 -0.02167219],[ 0.45191875  0.69063807 -0.02102741],[ 0.43693206  0.65528107 -0.01350466],[ 0.43456417  0.68156362 -0.01716496],[ 0.44236845  0.68902856 -0.01593197],[ 0.44875383  0.68805486 -0.01423821],[ 0.43276566  0.6542967  -0.01017183],[ 0.43055946  0.67794973 -0.01259936],[ 0.43752873  0.68589419 -0.01100152],[ 0.44364667  0.68693376 -0.00916394],[ 0.43194589  0.6535753  -0.00710411],[ 0.43071184  0.67250073 -0.00865737],[ 0.43515405  0.68131959 -0.00773605],[ 0.43999624  0.68445367 -0.00634958]
[ 4.45199430e-01  6.13887489e-01 -6.17459435e-08],[ 0.45571849  0.62084723 -0.00887867],[ 0.46148941  0.63392758 -0.01474671],[ 0.46403712  0.6454134  -0.01868118],[ 0.46327254  0.65526426 -0.02193099],[ 0.44056037  0.63664472 -0.01700405],[ 0.43433809  0.65703481 -0.02239236],[ 0.43771344  0.66659045 -0.02431633],[ 0.44186378  0.67015642 -0.0246192 ],[ 0.43307206  0.63620985 -0.01374467],[ 0.42875996  0.65933871 -0.01813205],[ 0.43475801  0.6675759  -0.01780561],[ 0.44090047  0.66793078 -0.01679858],[ 0.42899105  0.63614786 -0.01069663],[ 0.42499861  0.65757269 -0.01417966],[ 0.43074784  0.66518694 -0.01328473],[ 0.4365381   0.66695565 -0.01185362],[ 0.42745578  0.63647413 -0.00809927],[ 0.42547566  0.65361351 -0.01098277],[ 0.42901504  0.6619606  -0.01088876],[ 0.43314961  0.66585857 -0.01000599]
[ 4.40522671e-01  5.92900693e-01 -7.02780056e-08],[ 0.45125613  0.6021117  -0.00897006],[ 0.45653716  0.6161384  -0.01472029],[ 0.45891333  0.62835139 -0.01874552],[ 0.45790327  0.63847643 -0.02202906],[ 0.43553385  0.61795735 -0.01628752],[ 0.42787474  0.63958699 -0.02251137],[ 0.43184468  0.6501599  -0.02498986],[ 0.43705085  0.65349191 -0.02540222],[ 0.42869535  0.61683446 -0.01308283],[ 0.42389953  0.64229947 -0.01859868],[ 0.43209055  0.64962471 -0.01890672],[ 0.43902874  0.64771152 -0.0178853 ],[ 0.42507041  0.61681795 -0.01021805],[ 0.42056561  0.64042115 -0.01448005],[ 0.42840925  0.6460368  -0.01370745],[ 0.43488568  0.64449048 -0.01196435],[ 0.42375642  0.61736536 -0.00784695],[ 0.42039841  0.63611442 -0.0107218 ],[ 0.4254308   0.6429981  -0.01023173],[ 0.43082628  0.64401466 -0.00887348]
[ 4.36091214e-01  5.77421069e-01 -4.95603025e-08],[ 0.44497347  0.58835578 -0.00868091],[ 0.44916376  0.6044358  -0.01372215],[ 0.45150763  0.61848152 -0.0169162 ],[ 0.44978279  0.62831515 -0.01913475],[ 0.42792112  0.60488182 -0.01428786],[ 0.42064369  0.62621367 -0.01953117],[ 0.42454392  0.6369769  -0.02156682],[ 0.42948392  0.64081758 -0.02180965],[ 0.42123652  0.60234964 -0.01091394],[ 0.41423112  0.62521899 -0.01543494],[ 0.41996861  0.63524729 -0.01556735],[ 0.42562005  0.63726223 -0.01466047],[ 0.41804054  0.6012221  -0.00791946],[ 0.41211647  0.62217295 -0.01152977],[ 0.41718268  0.63134569 -0.01111142],[ 0.42210114  0.63386714 -0.00978595],[ 0.41715032  0.60135019 -0.00540798],[ 0.41284153  0.61871892 -0.00797653],[ 0.41573977  0.62761569 -0.00779752],[ 0.41949877  0.63154954 -0.00680622]
[ 4.29357052e-01  5.65563083e-01 -5.84514410e-08],[ 0.43762097  0.57777226 -0.00861959],[ 0.44120792  0.59335184 -0.0133565 ],[ 0.44260168  0.60687959 -0.01634627],[ 0.44068325  0.61683422 -0.01834698],[ 0.41985008  0.59374923 -0.01358325],[ 0.41148126  0.61476421 -0.01870801],[ 0.41472733  0.62530786 -0.02069599],[ 0.41942188  0.62940317 -0.02094184],[ 0.41336733  0.59207851 -0.0100649 ],[ 0.40854475  0.61636394 -0.01506277],[ 0.41654301  0.62558866 -0.01575098],[ 0.4244414   0.62626135 -0.01504444],[ 0.41026372  0.59182984 -0.00693072],[ 0.40602779  0.61382926 -0.01090927],[ 0.41295922  0.62215275 -0.01128002],[ 0.41999593  0.62369287 -0.01042318],[ 0.4094027   0.59236121 -0.0042498 ],[ 0.40648115  0.60941488 -0.00710159],[ 0.41049036  0.61754662 -0.00764308],[ 0.41550159  0.62092519 -0.00711102]
[ 4.21156168e-01  5.56217611e-01 -5.32139772e-08],[ 0.42884129  0.56936085 -0.00825575],[ 0.43205389  0.58578199 -0.01261821],[ 0.43364531  0.59901857 -0.01534726],[ 0.4323293   0.60754108 -0.01709736],[ 0.41113475  0.58567488 -0.01317814],[ 0.40283284  0.60723376 -0.01797198],[ 0.40638229  0.61732996 -0.01980814],[ 0.41144696  0.6208632  -0.02006151],[ 0.40483069  0.58403927 -0.00991524],[ 0.39990693  0.60787028 -0.01448837],[ 0.40750173  0.61699122 -0.0153053 ],[ 0.41497993  0.61766994 -0.01497153],[ 0.40175813  0.58362037 -0.00698161],[ 0.39696997  0.60541523 -0.0105497 ],[ 0.40350685  0.61350757 -0.01095906],[ 0.41043589  0.6144253  -0.01037701],[ 0.40103087  0.58416378 -0.00452093],[ 0.39714208  0.60092199 -0.00733304],[ 0.40078127  0.60931951 -0.00799352],[ 0.40580145  0.61268616 -0.00765996]
[ 4.11987901e-01  5.50602019e-01 -7.12376504e-08],[ 0.4194051   0.56340021 -0.00818617],[ 0.42239267  0.57952666 -0.01276681],[ 0.4239507   0.59284824 -0.01566374],[ 0.42234513  0.60195988 -0.01754808],[ 0.40058234  0.57850343 -0.01412164],[ 0.39321113  0.60040599 -0.01981797],[ 0.39707565  0.61103332 -0.02183361],[ 0.40254578  0.61523157 -0.02199328],[ 0.39420027  0.57801658 -0.01096432],[ 0.39160493  0.60350859 -0.01696146],[ 0.40174216  0.61235732 -0.01785719],[ 0.41063726  0.61245829 -0.0171514 ],[ 0.39120018  0.57870406 -0.00814559],[ 0.3881959   0.60175955 -0.01315524],[ 0.39697585  0.60951054 -0.01372666],[ 0.40498349  0.61006886 -0.01275277],[ 0.39062113  0.57999516 -0.00569624],[ 0.38726437  0.59743923 -0.00916848],[ 0.39216274  0.60577118 -0.00992068],[ 0.39779076  0.60902232 -0.00942517]
[ 4.01136696e-01  5.44636726e-01 -4.05650127e-08],[ 0.40870789  0.55814958 -0.00627347],[ 0.41179067  0.57479054 -0.00966869],[ 0.41317126  0.58833146 -0.0119954 ],[ 0.41204232  0.59743613 -0.01351671],[ 0.39147589  0.57396293 -0.00928394],[ 0.38376248  0.59310287 -0.01377323],[ 0.38541168  0.60413599 -0.01610946],[ 0.38816157  0.60991925 -0.01685268],[ 0.3846781   0.57241249 -0.00747631],[ 0.3769283   0.59399003 -0.01161381],[ 0.3816078   0.60454339 -0.01278254],[ 0.38717148  0.60769558 -0.01264917],[ 0.38107255  0.57222319 -0.00603995],[ 0.37406489  0.59248924 -0.00920994],[ 0.37855181  0.60193318 -0.00966119],[ 0.3836357   0.60510951 -0.00903845],[ 0.38033211  0.57303584 -0.00504006],[ 0.37464365  0.58955687 -0.00715222],[ 0.37698498  0.59836441 -0.00732081],[ 0.38061059  0.60242784 -0.00670302]
[ 3.88451099e-01  5.40813744e-01 -3.02218943e-08],[ 0.39651534  0.55401474 -0.00728513],[ 0.40072128  0.57078934 -0.01137829],[ 0.40273356  0.58523047 -0.01407405],[ 0.40173683  0.59539557 -0.01587987],[ 0.38081905  0.56947047 -0.01189476],[ 0.37365016  0.59138346 -0.01669485],[ 0.3764956   0.60261744 -0.01863675],[ 0.37996069  0.6073873  -0.01897918],[ 0.37326935  0.56831264 -0.00930764],[ 0.36642149  0.59219754 -0.0141797 ],[ 0.37249455  0.60319304 -0.01492194],[ 0.37885454  0.60587984 -0.01434516],[ 0.36951086  0.56864405 -0.00705227],[ 0.36318916  0.59060019 -0.01080844],[ 0.36862296  0.60069966 -0.01094372],[ 0.37417245  0.60383523 -0.00999825],[ 0.36883575  0.57000089 -0.00521943],[ 0.36374554  0.58752584 -0.00756524],[ 0.36676684  0.59680337 -0.00769331],[ 0.37056243  0.60090888 -0.00705074]
[ 3.76712829e-01  5.40144682e-01 -3.98208329e-08],[ 0.38505068  0.55223209 -0.00710265],[ 0.38980949  0.56732953 -0.01137401],[ 0.39228481  0.58032334 -0.01425187],[ 0.391983    0.58998787 -0.01625983],[ 0.3699069   0.56829381 -0.01313712],[ 0.36362904  0.59051853 -0.01868713],[ 0.36716911  0.60122514 -0.02086402],[ 0.37157583  0.6050368  -0.0211528 ],[ 0.36265326  0.56819975 -0.01074155],[ 0.35770875  0.59289998 -0.01614641],[ 0.36443561  0.60252643 -0.01696619],[ 0.3708764   0.60370326 -0.01638067],[ 0.35894582  0.5692234  -0.0086062 ],[ 0.35472244  0.59204197 -0.01291481],[ 0.36118671  0.60076326 -0.01317626],[ 0.36721727  0.6024611  -0.01222013],[ 0.35832208  0.57068467 -0.00681394],[ 0.35472631  0.58903229 -0.00954878],[ 0.35876426  0.59743106 -0.00966193],[ 0.36316851  0.60030562 -0.00890032]
[ 3.64874899e-01  5.40351272e-01 -3.61493306e-08],[ 0.37365693  0.55308098 -0.00579884],[ 0.37807631  0.56866729 -0.00891086],[ 0.38073179  0.58178204 -0.01071855],[ 0.38104093  0.5911541  -0.01155768],[ 0.35863021  0.57064611 -0.0110882 ],[ 0.35227612  0.59407049 -0.01514383],[ 0.35677338  0.60416794 -0.0160413 ],[ 0.36197069  0.6067729  -0.01547847],[ 0.35139209  0.57032186 -0.00876464],[ 0.3462455   0.59552401 -0.01265759],[ 0.35266447  0.60510969 -0.01242235],[ 0.35927203  0.60631901 -0.01115721],[ 0.34788501  0.57104015 -0.00660694],[ 0.34417516  0.59389001 -0.00960578],[ 0.35007933  0.6027059  -0.00936218],[ 0.35601053  0.60487807 -0.00821098],[ 0.34746253  0.57238877 -0.00470193],[ 0.3446385   0.59044719 -0.00649311],[ 0.34863964  0.5987308  -0.00626839],[ 0.35338879  0.60168207 -0.00535624]
[ 3.53568494e-01  5.41086912e-01 -3.42142243e-08],[ 0.36259815  0.55410963 -0.00583528],[ 0.36664474  0.57121223 -0.00847199],[ 0.36896405  0.58498812 -0.00972276],[ 0.36945933  0.59416592 -0.01002176],[ 0.34591025  0.57400322 -0.009437  ],[ 0.34040475  0.59658283 -0.01245572],[ 0.34507543  0.60639602 -0.01327353],[ 0.3498354   0.60948253 -0.01291804],[ 0.33910394  0.57324821 -0.00683978],[ 0.33478364  0.59746188 -0.00953901],[ 0.34139124  0.60677069 -0.00926016],[ 0.34782726  0.60784072 -0.00821281],[ 0.33633953  0.57349443 -0.00445355],[ 0.3334395   0.59571344 -0.00646226],[ 0.33938208  0.60396069 -0.00628407],[ 0.34506443  0.60580117 -0.00539915],[ 0.33659422  0.57434863 -0.00236334],[ 0.3348133   0.59203702 -0.00349958],[ 0.33896843  0.59985399 -0.00324083],[ 0.34356049  0.60267127 -0.00244038]
[ 3.44855100e-01  5.42960942e-01 -3.52054528e-08],[ 0.35352409  0.55631727 -0.00816436],[ 0.35709044  0.57464558 -0.01149001],[ 0.35865489  0.590711   -0.01277806],[ 0.35639501  0.60038763 -0.01288352],[ 0.33549723  0.57551146 -0.01187089],[ 0.32995376  0.59828395 -0.01465466],[ 0.33505765  0.60761404 -0.01491063],[ 0.34027874  0.61033762 -0.01424805],[ 0.32895741  0.57470626 -0.00765952],[ 0.32514787  0.59941965 -0.01031402],[ 0.33243901  0.60849249 -0.00971773],[ 0.33950239  0.60943162 -0.00859994],[ 0.326572    0.57470822 -0.00373321],[ 0.32343912  0.59677571 -0.00584127],[ 0.32998958  0.60487801 -0.00572314],[ 0.33641699  0.60671854 -0.00500458],[ 3.26935530e-01  5.75362325e-01 -2.31854574e-04],[ 0.32502532  0.59249681 -0.00185101],[ 0.32907987  0.60003459 -0.00219917],[ 0.3335658   0.60274035 -0.00186845]
[ 3.36572856e-01  5.45674682e-01 -5.01730604e-08],[ 0.3447642   0.5585779  -0.00733932],[ 0.34863693  0.57562405 -0.01094548],[ 0.35078788  0.59093082 -0.01302928],[ 0.34951693  0.60073996 -0.01412691],[ 0.32782492  0.57857245 -0.0110605 ],[ 0.32329744  0.60235542 -0.0146884 ],[ 0.32900035  0.61018419 -0.01584506],[ 0.33428067  0.6110034  -0.01580874],[ 0.3214637   0.57722467 -0.00780451],[ 0.31807289  0.60246342 -0.01118345],[ 0.3255682   0.60965079 -0.01137559],[ 0.33242208  0.6092211  -0.01077939],[ 0.31879872  0.57655698 -0.00483806],[ 0.31585687  0.59920275 -0.00741016],[ 0.32267952  0.60540611 -0.00734867],[ 0.32912311  0.6057508  -0.00669367],[ 0.3188712   0.57650316 -0.00228441],[ 0.31703711  0.59372568 -0.0042314 ],[ 0.32125562  0.60037142 -0.00451933],[ 0.32581529  0.60255218 -0.00415823]
[ 3.31768155e-01  5.50839722e-01 -3.38939792e-08],[ 0.33950391  0.56310892 -0.00686676],[ 0.34321511  0.5781607  -0.01041638],[ 0.34556431  0.59156847 -0.01252245],[ 0.34554571  0.60176736 -0.01366477],[ 0.3232744   0.58245277 -0.01069151],[ 0.31843126  0.60544825 -0.01445691],[ 0.32293031  0.6144585  -0.01561807],[ 0.32730362  0.61664063 -0.01545942],[ 0.31685024  0.58096904 -0.00788946],[ 0.31223652  0.60576701 -0.0116194 ],[ 0.31888634  0.61345738 -0.01171258],[ 0.3252331   0.61346048 -0.01073604],[ 0.31425762  0.58023763 -0.005357  ],[ 0.3111726   0.60235667 -0.00840768],[ 0.31725782  0.60894424 -0.00820433],[ 0.32268354  0.60989749 -0.00710632],[ 0.31431824  0.58024251 -0.00315507],[ 0.31265911  0.59784555 -0.00517966],[ 0.3167437   0.6045137  -0.00498555],[ 0.32101622  0.60676283 -0.00408449]
[ 3.28907460e-01  5.54272354e-01 -2.20275247e-08],[ 0.3369613   0.56739622 -0.00650966],[ 0.34065205  0.58430177 -0.00951455],[ 0.34361711  0.59827524 -0.01112285],[ 0.3436332   0.60829967 -0.01185744],[ 0.32129583  0.5882712  -0.00902519],[ 0.31575236  0.60971278 -0.01213437],[ 0.31926498  0.61901361 -0.01342632],[ 0.32317516  0.62253749 -0.01349107],[ 0.3151958   0.58600527 -0.00609836],[ 0.31004423  0.60864711 -0.00873819],[ 0.31547707  0.61775798 -0.00907201],[ 0.32132056  0.61980742 -0.00862013],[ 0.31271249  0.58436984 -0.00346838],[ 0.30894375  0.6049934  -0.00553599],[ 0.31389701  0.61309302 -0.00582165],[ 0.31911209  0.61569107 -0.00536806],[ 0.31278884  0.58358383 -0.00118472],[ 0.31092402  0.60021025 -0.00259087],[ 0.31378147  0.60822499 -0.0027519 ],[ 0.31734315  0.61224496 -0.00230749]
[3.29233766e-01 5.62653959e-01 3.16032178e-09],[ 0.33731508  0.57658368 -0.00620031],[ 0.33985007  0.59324551 -0.00897781],[ 0.34200537  0.60699737 -0.01023497],[ 0.34164733  0.61666876 -0.01055918],[ 0.32062477  0.595622   -0.00925705],[ 0.313914    0.61661392 -0.01182434],[ 0.31700298  0.62626934 -0.01235493],[ 0.32052895  0.6303376  -0.01185739],[ 0.31390405  0.59304953 -0.00618929],[ 0.30762467  0.61594498 -0.00831313],[ 0.31278098  0.62524986 -0.00763636],[ 0.31804559  0.62735713 -0.00645802],[ 0.3110806  0.5911622 -0.0033427],[ 0.30602133  0.61144018 -0.00481607],[ 0.31079653  0.6200552  -0.00425318],[ 0.31565657  0.62295026 -0.0032025 ],[ 0.31114274  0.59013653 -0.00085059],[ 0.30731562  0.60568303 -0.00161963],[ 0.30962467  0.61400914 -0.00128292],[ 3.12901348e-01  6.17911100e-01 -5.01252187e-04]
